,Name,URL,Zone,Difficulty,Rating,Reviews
60,Moose Mountain Traverse,https://www.alltrails.com/explore/trail/canada/alberta/moose-mountain-traverse?ref=result-card,Elbow Falls Provincial Recreation Area,hard,4,3
61,Loamzilla to Faith Healer to U Shoulda Loop,https://www.alltrails.com/explore/trail/canada/alberta/loamzilla-to-faith-healer-to-u-shoulda-loop?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,2.5,29
62,"Race of Spades, Special K and Ridgeback 2 Loop",https://www.alltrails.com/explore/trail/canada/alberta/race-of-spades-special-k-and-ridgeback-2-loop?ref=result-card,Elbow River Provincial Recreation Area,moderate,3.5,6
63,"Ben's Hill, Faith Healer, U Shoulda Loop",https://www.alltrails.com/explore/trail/canada/alberta/bens-hill-faith-healer-u-shoulda-loop?ref=result-card,Kananaskis Country Public Land Use Zone,hard,2.5,13
64,Powder Creek Trail to Powderface Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/powder-creek-trail-to-powderface-creek-trail?ref=result-card,Elbow Falls Provincial Recreation Area,moderate,4.5,4
65,Cobble Flats Loop,https://www.alltrails.com/explore/trail/canada/alberta/cobble-flats-loop?ref=result-card,Elbow River Provincial Recreation Area,moderate,2.5,5
66,Ben's Hill Loop,https://www.alltrails.com/explore/trail/canada/alberta/bens-hill-loop?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,3,9
67,Tom Snow Trail - South,https://www.alltrails.com/explore/trail/canada/alberta/tom-snow-trail-south?ref=result-card,Elbow River Provincial Recreation Area,moderate,3.5,2
68,Whiskey Hill Trail,https://www.alltrails.com/explore/trail/canada/alberta/whiskey-hill-trail?ref=result-card,McLean Creek Public Land Use Zone,moderate,1 Star,1
69,Elbow Valley Trail,https://www.alltrails.com/explore/trail/canada/alberta/elbow-valley-trail--2?ref=result-card,Elbow Falls Provincial Recreation Area,moderate,1 Star,1
70,Prairie Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/prairie-creek-trail--3?ref=result-card,Elbow Falls Provincial Recreation Area,moderate,4.5,3
71,McLean Creek Connector,https://www.alltrails.com/explore/trail/canada/alberta/mclean-creek-connector?ref=result-card,McLean Creek Public Land Use Zone,easy,1 Star,1
72,Mustang Hills and East Summit via Cobble Flats Route,https://www.alltrails.com/explore/trail/canada/alberta/mustang-hills-and-east-summit-via-cobble-flats-route?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,2.5,4
73,Quirk Creek,https://www.alltrails.com/explore/trail/canada/alberta/quirk-creek?ref=result-card,Little Elbow Provincial Recreation Area,moderate,0,0
74,Moose Mountain MTB Loop,https://www.alltrails.com/explore/trail/canada/alberta/moose-mountain-mtb-loop?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,0,0
0,Fish Creek Votier Flats Trail,https://www.alltrails.com/explore/trail/canada/alberta/fish-creek-votier-flats-trail?ref=result-card,Fish Creek Provincial Park,moderate,4,308
1,Paradise Trail,https://www.alltrails.com/explore/trail/canada/alberta/paradise-trail?ref=result-card,Ann & Sandy Cross Conservation Area,moderate,4,120
2,Fescue Loop,https://www.alltrails.com/explore/trail/canada/alberta/fescue-loop?ref=result-card,Ann & Sandy Cross Conservation Area,easy,4.5,98
3, 8th Tracks Fish Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/8th-tracks-fish-creek-trail?ref=result-card,Fish Creek Provincial Park,moderate,4,86
4,"Aspen, Paradise, Fescue Loop",https://www.alltrails.com/explore/trail/canada/alberta/aspen-paradise-fescue-loop?ref=result-card,Ann & Sandy Cross Conservation Area,moderate,4.5,93
5,Shannon Terrace to Votier Flats,https://www.alltrails.com/explore/trail/canada/alberta/shannon-terrace-to-votier-flats?ref=result-card,Fish Creek Provincial Park,moderate,4,66
6,Fish Creek Provincial Park Trail,https://www.alltrails.com/explore/trail/canada/alberta/fish-creek-provincial-park-trail?ref=result-card,Fish Creek Provincial Park,moderate,4,58
7,"Aspen, Fescue and Rancher's Trail",https://www.alltrails.com/explore/trail/canada/alberta/aspen-fescue-and-ranchers-trail?ref=result-card,Ann & Sandy Cross Conservation Area,easy,4,72
8,Bebo Grove Loop,https://www.alltrails.com/explore/trail/canada/alberta/bebo-grove-loop?ref=result-card,Fish Creek Provincial Park,easy,4.5,70
9,Fish Creek Path,https://www.alltrails.com/explore/trail/canada/alberta/fish-creek-path?ref=result-card,Fish Creek Provincial Park,easy,4,53
10,Burdock Trail,https://www.alltrails.com/explore/trail/canada/alberta/burdock-trail?ref=result-card,Fish Creek Provincial Park,easy,4,27
11,Fish Creek Provincial Park,https://www.alltrails.com/explore/trail/canada/alberta/fish-creek-provincial-park?ref=result-card,Fish Creek Provincial Park,easy,4.5,36
12,South Side of Fish Creek Park,https://www.alltrails.com/explore/trail/canada/alberta/south-side-of-fish-crerk-park?ref=result-card,"Calgary, Alberta",easy,4.5,22
13,Fish Creek Provincial Park - Outer Loop East,https://www.alltrails.com/explore/trail/canada/alberta/fish-creek-provincial-park-outer-loop-east?ref=result-card,Fish Creek Provincial Park,easy,4.5,5
0,Ha Ling Trail to Ha Ling Peak,https://www.alltrails.com/explore/trail/canada/alberta/ha-ling-peak?ref=result-card,Bow Valley Provincial Park,hard,4.5,3138
1,Upper Grassi Lakes Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/upper-grassi-lakes-trail-loop?ref=result-card,Canmore Nordic Centre Provincial Park,easy,4.5,2646
2,East End Of Rundle (EEOR),https://www.alltrails.com/explore/trail/canada/alberta/east-end-of-rundle-eeor?ref=result-card,Spray Valley Provincial Park,hard,4.5,1581
3,Grassi Lake Trail ,https://www.alltrails.com/explore/trail/canada/alberta/grassi-lake-trail?ref=result-card,Canmore Nordic Centre Provincial Park,moderate,4.5,1071
4,West Wind Pass,https://www.alltrails.com/explore/trail/canada/alberta/west-wind-pass?ref=result-card,Bow Valley Provincial Park,moderate,4.5,886
5,Little Lougheed,https://www.alltrails.com/explore/trail/canada/alberta/little-lougheed?ref=result-card,Spray Valley Provincial Park,hard,4.5,397
6,Old Goat Glacier Trail,https://www.alltrails.com/explore/trail/canada/alberta/old-goat-glacier-trail?ref=result-card,Spray Valley Provincial Park,hard,4.5,384
7,Grotto Mountain Trail,https://www.alltrails.com/explore/trail/canada/alberta/grotto-mountain-trail?ref=result-card,Bow Flats Natural Area,hard,4.5,402
8,Windtower Trail via West Wind Pass,https://www.alltrails.com/explore/trail/canada/alberta/windtower-trail-via-west-wind-pass?ref=result-card,Bow Valley Provincial Park,hard,4.5,339
9,Wind Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/wind-ridge-trail?ref=result-card,Bow Valley Provincial Park,hard,4.5,379
10,Miners Peak and Ha Ling Peak via Ha Ling Trail,https://www.alltrails.com/explore/trail/canada/alberta/miners-peak-and-ha-ling-peak-via-ha-ling-trail?ref=result-card,Bow Valley Provincial Park,hard,4.5,338
11,Quarry Lake Loop,https://www.alltrails.com/explore/trail/canada/alberta/quarry-lake?ref=result-card,Canmore Nordic Centre Provincial Park,easy,4,232
12,Policemans Creek Boardwalk Trail,https://www.alltrails.com/explore/trail/canada/alberta/policemans-creek-boardwalk-trail?ref=result-card,"Canmore, Alberta",easy,4,211
13,Mount Sparrowhawk Peak,https://www.alltrails.com/explore/trail/canada/alberta/mount-sparrowhawk-peak?ref=result-card,Spray Valley Provincial Park,hard,4.5,161
14,Banff Legacy Trail,https://www.alltrails.com/explore/trail/canada/alberta/banff-legacy-trail?ref=result-card,Bow Valley Provincial Park,moderate,4.5,379
15,Bow River Trail,https://www.alltrails.com/explore/trail/canada/alberta/bow-river-trail--2?ref=result-card,"Canmore, Alberta",easy,4,177
16,Pigeon Mountain,https://www.alltrails.com/explore/trail/canada/alberta/pigeon-mountain?ref=result-card,Bow Valley Provincial Park,moderate,4.5,194
17,Three Sisters via Highline Trail,https://www.alltrails.com/explore/trail/canada/alberta/three-sisters-via-highline-trail?ref=result-card,Bow Valley Provincial Park,moderate,4,153
18,Rimwall Summit,https://www.alltrails.com/explore/trail/canada/alberta/rimwall-summit?ref=result-card,Bow Valley Provincial Park,moderate,4.5,125
19,Miners Peak,https://www.alltrails.com/explore/trail/canada/alberta/miners-peak?ref=result-card,Bow Valley Provincial Park,hard,4.5,66
20,Sparrowhawk Tarns,https://www.alltrails.com/explore/trail/canada/alberta/sparrowhawk-tarns--2?ref=result-card,Bow Valley Provincial Park,moderate,4.5,137
21,Read's Tower,https://www.alltrails.com/explore/trail/canada/alberta/reads-tower?ref=result-card,Bow Valley Provincial Park,hard,4.5,113
22,Grassi Knob Trail,https://www.alltrails.com/explore/trail/canada/alberta/grassi-knob-trail--2?ref=result-card,"Canmore, Alberta",hard,4.5,274
23,Three Sisters Creek,https://www.alltrails.com/explore/trail/canada/alberta/three-sisters-creek--2?ref=result-card,Bow Valley Provincial Park,easy,4,184
24,Bow River Loop,https://www.alltrails.com/explore/trail/canada/alberta/bow-river-loop--2?ref=result-card,Canmore Nordic Centre Provincial Park,easy,4.5,158
25,Three Sisters Pass,https://www.alltrails.com/explore/trail/canada/alberta/three-sisters-pass?ref=result-card,Bow Valley Provincial Park,hard,4,96
26,Grassi Lake,https://www.alltrails.com/explore/trail/canada/alberta/grassi-lake?ref=result-card,Bow Valley Provincial Park,moderate,4.5,170
27,Middle Sister Trail,https://www.alltrails.com/explore/trail/canada/alberta/middle-sister-trail?ref=result-card,Bow Valley Provincial Park,hard,4,104
28,Goat Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/goat-creek-trail?ref=result-card,Spray Valley Provincial Park,hard,4.5,178
29,"Tibits Quarry, Meander and New Connector Trail",https://www.alltrails.com/explore/trail/canada/alberta/tibits-quarry-meander-and-new-connector-trail?ref=result-card,Bow Valley Provincial Park,moderate,4,181
30,Big Sister Trail,https://www.alltrails.com/explore/trail/canada/alberta/big-sister?ref=result-card,Bow Valley Provincial Park,hard,4,76
31,Mount Lawrence Grassi,https://www.alltrails.com/explore/trail/canada/alberta/mount-lawrence-grassi?ref=result-card,Bow Valley Provincial Park,hard,4.5,114
32,Trans Canada Trail: Canmore,https://www.alltrails.com/explore/trail/canada/alberta/trans-canada-trail-canmore?ref=result-card,"Canmore, Alberta",easy,4.5,52
33,"Spur Line Trail, Canmore Creek and TransCanada Trail",https://www.alltrails.com/explore/trail/canada/alberta/spur-line-trail-canmore-creek-and-transcanada-trail?ref=result-card,"Canmore, Alberta",moderate,4,58
34,West Wind Creek Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/west-wind-creek-trail-loop?ref=result-card,Bow Valley Provincial Park,moderate,3.5,109
35,Mount Rundle via East Rundle Route,https://www.alltrails.com/explore/trail/canada/alberta/mount-rundle-via-east-rundle-route?ref=result-card,Bow Valley Provincial Park,hard,4.5,45
36,Montane Traverse Loop ,https://www.alltrails.com/explore/trail/canada/alberta/montane-traverse-loop?ref=result-card,Bow Valley Provincial Park,moderate,4,94
37,Canmore Hoodoos,https://www.alltrails.com/explore/trail/canada/alberta/canmore-hoodoos?ref=result-card,"Canmore, Alberta",easy,3.5,79
38,Powerline to Loki to Highline to Riders of Rohan Loop,https://www.alltrails.com/explore/trail/canada/alberta/powerline-to-loki-to-highline-to-riders-of-rohan-loop?ref=result-card,Bow Valley Provincial Park,moderate,4,37
39,Mount Lougheed 2 and 3,https://www.alltrails.com/explore/trail/canada/alberta/mount-lougheed-2-and-3?ref=result-card,Spray Valley Provincial Park,hard,4.5,35
40,Horseshoe Loop,https://www.alltrails.com/explore/trail/canada/alberta/horse-shoe-loop?ref=result-card,Bow Valley Provincial Park,moderate,4,87
41,Anû kathâ Îpa,https://www.alltrails.com/explore/trail/canada/alberta/anu-katha-ipa?ref=result-card,Bow Valley Provincial Park,hard,4,45
42,Banff Loop Trail (Cross Country Ski Route),https://www.alltrails.com/explore/trail/canada/alberta/banff-loop-trail?ref=result-card,Canmore Nordic Centre Provincial Park,moderate,4.5,47
43,Mount Collembola,https://www.alltrails.com/explore/trail/canada/alberta/mount-collembola?ref=result-card,Bow Flats Natural Area,hard,4.5,34
44,Mount Charles Stewart South Peak Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-charles-stewart-south-peak-trail?ref=result-card,Bow Valley Provincial Park,hard,3.5,19
45,Heights Lookout via Tibbats Quarry,https://www.alltrails.com/explore/trail/canada/alberta/heights-lookout-via-tibbats-quarry?ref=result-card,Bow Valley Provincial Park,moderate,4,46
46,Goat Pond,https://www.alltrails.com/explore/trail/canada/alberta/goat-pond?ref=result-card,Spray Valley Provincial Park,moderate,4,33
47,Benchlands Ridge,https://www.alltrails.com/explore/trail/canada/alberta/benchlands-ridge?ref=result-card,Bow Valley Provincial Park,moderate,3.5,42
48,Ship's Prow Mountain Loop,https://www.alltrails.com/explore/trail/canada/alberta/ships-prow-mountain-loop?ref=result-card,Bow Valley Provincial Park,hard,4,23
49,Lynx Trail and Banff Trail Loop (Cross County Ski Route),https://www.alltrails.com/explore/trail/canada/alberta/lynx-and-banff-loop?ref=result-card,Canmore Nordic Centre Provincial Park,easy,4,31
50,The Orphan Route,https://www.alltrails.com/explore/trail/canada/alberta/the-orphan?ref=result-card,Bow Valley Provincial Park,hard,4,33
51,Highline and Powerline Track Loop,https://www.alltrails.com/explore/trail/canada/alberta/highline-and-powerline-track-loop?ref=result-card,"Canmore, Alberta",moderate,4,37
52,Montaine Traverse Trail ,https://www.alltrails.com/explore/trail/canada/alberta/montaine-traverse-trail?ref=result-card,Bow Valley Provincial Park,moderate,4,36
53,Lady Macdonald Teahouse Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/lady-macdonald-teahouse-trail?ref=result-card,Bow Valley Provincial Park,hard,4.5,919
54,Grassi Lakes via Highline and Mosquito Bite Trail,https://www.alltrails.com/explore/trail/canada/alberta/grassi-lakes-via-highline-and-mosquito-bite-trail?ref=result-card,Canmore Nordic Centre Provincial Park,moderate,4,17
55,Echo Canyon Trail,https://www.alltrails.com/explore/trail/canada/alberta/echo-canyon-trail?ref=result-card,Bow Valley Provincial Park,hard,4,16
56,Canmore Hoodoos Loop,https://www.alltrails.com/explore/trail/canada/alberta/canmore-hoodoos-loop?ref=result-card,"Canmore, Alberta",easy,3.5,33
57,Quarry Lake via Highline Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/quarry-lake-via-highline-trail-loop--2?ref=result-card,Bow Valley Provincial Park,moderate,4.5,28
58,Mount Lady Macdonald Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/mount-lady-macdonald-trail?ref=result-card,Bow Valley Provincial Park,hard,4.5,569
59,Mount Lougheed Peak 1,https://www.alltrails.com/explore/trail/canada/alberta/mount-lougheed-1?ref=result-card,Spray Valley Provincial Park,hard,3.5,9
60,"Higashikawa, Canmore Trail and TransCanada Loop",https://www.alltrails.com/explore/trail/canada/alberta/higashikawa-canmore-trail-and-transcanada-loop?ref=result-card,Canmore Nordic Centre Provincial Park,moderate,3.5,9
61,Quarry Lake to East End of Rundle,https://www.alltrails.com/explore/trail/canada/alberta/quarry-lake-to-east-end-of-rundle?ref=result-card,"Canmore, Alberta",hard,4.5,30
62,Mount Townsend via Cougar Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-townsend-via-cougar-creek-trail?ref=result-card,Bow Valley Provincial Park,hard,4.5,3
63,McGillvray Pond via Transcanada Trail,https://www.alltrails.com/explore/trail/canada/alberta/mcgillvray-pond-via-transcanada-trail?ref=result-card,Bow Valley Provincial Park,moderate,3.5,16
64,Georgetown Interpretive Trail,https://www.alltrails.com/explore/trail/canada/alberta/georgetown-interpretive-trail?ref=result-card,Canmore Nordic Centre Provincial Park,moderate,3.5,17
65,"Centennial, East EKG, EKG, Georgetown Loop",https://www.alltrails.com/explore/trail/canada/alberta/centennial-east-ekg-ekg-georgetown-loop?ref=result-card,Canmore Nordic Centre Provincial Park,moderate,4,17
66,Silver Tip Loop,https://www.alltrails.com/explore/trail/canada/alberta/silver-tip-loop?ref=result-card,"Canmore, Alberta",easy,3.5,20
67,High Rockies Trail North to South,https://www.alltrails.com/explore/trail/canada/alberta/high-rockies-trail-north-to-south?ref=result-card,Spray Valley Provincial Park,hard,4,10
68,Mount Bogart via Sparrowhawk Tarns,https://www.alltrails.com/explore/trail/canada/alberta/mount-bogart-via-sparrowhawk-tarns?ref=result-card,Bow Valley Provincial Park,hard,4.5,2
69,Mount Nestor through Spray Lakes West,https://www.alltrails.com/explore/trail/canada/alberta/mount-nestor-through-spray-lakes-west?ref=result-card,Bow Valley Provincial Park,hard,5,9
70,Quarry Lake to Loki's Lowline,https://www.alltrails.com/explore/trail/canada/alberta/quarry-lake-to-loki-s-lowline?ref=result-card,"Canmore, Alberta",moderate,4,11
71,Og Lake Campground to Magog Lake Campground,https://www.alltrails.com/explore/trail/canada/british-columbia/og-lake-to-magog-lake?ref=result-card,Mount Assiniboine Provincial Park,moderate,4.5,10
72,Spencer Creek,https://www.alltrails.com/explore/trail/canada/alberta/spencer-creek--2?ref=result-card,Bow Valley Provincial Park,moderate,4.5,11
73,Three Sisters Pathway to West Canmore Park,https://www.alltrails.com/explore/trail/canada/alberta/three-sisters-pathway-to-west-canmore-park?ref=result-card,"Canmore, Alberta",easy,4.5,9
74,Mount Allan via Centennial Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-allan-via-centennial-ridge-trail?ref=result-card,Bow Valley Provincial Park,moderate,4.5,12
75,Get In and Get Out Loop,https://www.alltrails.com/explore/trail/canada/alberta/get-in-and-get-out-loop?ref=result-card,Canmore Nordic Centre Provincial Park,moderate,4.5,14
76,Trans Canada Trail: Upper Spray Falls to Heart Creek Trailhead,https://www.alltrails.com/explore/trail/canada/alberta/trans-canada-trail-upper-spray-falls-to-heart-creek-trailhead?ref=result-card,"Canmore, Alberta",moderate,4,3
77,Grotto Traverse Trail to Grotto Mountain,https://www.alltrails.com/explore/trail/canada/alberta/grotto-traverse-trail-to-grotto-mountain?ref=result-card,Bow Flats Natural Area,hard,4,12
78,Canmore Serenity Ridge Autumn Loop,https://www.alltrails.com/explore/trail/canada/alberta/canmore-serenity-ridge-autumn-loop?ref=result-card,"Canmore, Alberta",easy,3,8
79,Johnny’s Trail,https://www.alltrails.com/explore/trail/canada/alberta/johnnys-trail?ref=result-card,Bow Flats Natural Area,moderate,3,8
80,Cougar Peak Trail ,https://www.alltrails.com/explore/trail/canada/alberta/cougar-peak-trail?ref=result-card,Bow Valley Provincial Park,hard,4,10
81,Middle Sister and Orphan Peaks,https://www.alltrails.com/explore/trail/canada/alberta/middle-sister-and-orphan-peaks?ref=result-card,Bow Valley Provincial Park,hard,4,7
82,Mosquito Bite Trail,https://www.alltrails.com/explore/trail/canada/alberta/mosquito-bite-trail?ref=result-card,Canmore Nordic Centre Provincial Park,easy,3,9
83,Powerline Track to Loki's Lowline Loop,https://www.alltrails.com/explore/trail/canada/alberta/powerline-track-to-loki-s-lowline-loop?ref=result-card,"Canmore, Alberta",moderate,5,6
84,Wind Ridge via West Wind Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/wind-ridge-via-west-wind-ridge-trail?ref=result-card,Bow Valley Provincial Park,hard,4,4
85,Trans Canada Trail: Pigeon Mountain Rundle Rock Quarry to Three Sisters Mountain Village,https://www.alltrails.com/explore/trail/canada/alberta/trans-canada-trail-pigeon-mountain-rundle-rock-quarry-to-three-sisters-mountain-villa?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",moderate,4,3
86,Reclaimer Trail,https://www.alltrails.com/explore/trail/canada/alberta/reclaimer-trail?ref=result-card,Canmore Nordic Centre Provincial Park,hard,4.5,5
87,Quebexican En Hiver and Unknown Steep Trail ,https://www.alltrails.com/explore/trail/canada/alberta/quebexican-en-hiver-and-unknown-steep-trail?ref=result-card,Bow Valley Provincial Park,moderate,3.5,10
88,Canmore Park Orange Loop,https://www.alltrails.com/explore/trail/canada/alberta/canmore-park-orange-loop?ref=result-card,Canmore Nordic Centre Provincial Park,moderate,4.5,8
89,Skogan Pass Track,https://www.alltrails.com/explore/trail/canada/alberta/skogan-pass-track?ref=result-card,Bow Valley Provincial Park,hard,3.5,9
90,Olympic Trail (Cross Country Ski Route),https://www.alltrails.com/explore/trail/canada/alberta/olympic-trail?ref=result-card,Canmore Nordic Centre Provincial Park,hard,3.5,3
91,Cougar Creek Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/cougar-creek?ref=result-card,Bow Valley Provincial Park,easy,4,109
92,Palliser Pathway,https://www.alltrails.com/explore/trail/canada/alberta/palliser-pathway?ref=result-card,Bow Flats Natural Area,easy,4.5,3
93,Middle Sister and Orphan Peaks to Three Sisters Village,https://www.alltrails.com/explore/trail/canada/alberta/middle-sister-and-orphan-peaks-to-three-sisters-village?ref=result-card,Bow Valley Provincial Park,hard,4,1
94,"Olympic, Buried Alive, Organ Donor, New XCO, Centennial, Laundry Chutes Loop",https://www.alltrails.com/explore/trail/canada/alberta/olympic-buried-alive-organ-donor-new-xco-centennial-laundry-chutes-loop?ref=result-card,Canmore Nordic Centre Provincial Park,moderate,3,1
95,Ghoster Coaster Route [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/ghoster-coaster-route?ref=result-card,Bow Valley Provincial Park,moderate,4,24
96,High Rockies Spray Lakes Loop,https://www.alltrails.com/explore/trail/canada/alberta/high-rockies-spray-lakes-loop?ref=result-card,Spray Valley Provincial Park,moderate,3,3
97,CNC Snowshoe Loop,https://www.alltrails.com/explore/trail/canada/alberta/cnc-snowshoe-loop?ref=result-card,Canmore Nordic Centre Provincial Park,easy,3,3
0,Grotto Canyon Trail,https://www.alltrails.com/explore/trail/canada/alberta/grotto-canyon-trail?ref=result-card,Bow Valley Provincial Park,easy,4,2369
1,Jewell Pass via Prairie View Trail,https://www.alltrails.com/explore/trail/canada/alberta/prairie-view-trail-to-jewell-pass?ref=result-card,Bow Valley Provincial Park,moderate,4.5,1200
2,Yamnuska Ridge and CMC Valley Trail,https://www.alltrails.com/explore/trail/canada/alberta/yamnuska-ridge-cmc-valley-trail?ref=result-card,Bow Valley Provincial Park,hard,4.5,1185
3,Heart Mountain Horseshoe Trail,https://www.alltrails.com/explore/trail/canada/alberta/heart-mountain-horseshoe?ref=result-card,Bow Valley Provincial Park,hard,4.5,887
4,Yates Mountain via Prairie View Trail,https://www.alltrails.com/explore/trail/canada/alberta/yates-mountain-via-prairie-view-trail?ref=result-card,Bow Valley Provincial Park,moderate,4.5,937
5,Heart Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/heart-creek-trail?ref=result-card,Heart Creek Provincial Recreation Area,easy,4.5,1029
6,Barrier Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/barrier-lake-trail?ref=result-card,Bow Valley Provincial Park,moderate,4,709
7,Wasootch Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/wasootch-creek?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4.5,660
8,Jumpingpound Summit Trail,https://www.alltrails.com/explore/trail/canada/alberta/jumpingpound-summit-road?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4.5,582
9,Jura Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/jura-creek-trail?ref=result-card,Bow Valley Provincial Park,moderate,4,723
10,Mount Yamnuska,https://www.alltrails.com/explore/trail/canada/alberta/mount-yamnuska?ref=result-card,Bow Valley Provincial Park,hard,4.5,351
11,Mount Baldy Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-baldy-trail?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4.5,411
12,Heart Creek Bunker,https://www.alltrails.com/explore/trail/canada/alberta/heart-creek-bunker?ref=result-card,Bow Valley Provincial Park,easy,4,701
13,Porcupine Ridge,https://www.alltrails.com/explore/trail/canada/alberta/porcupine-ridge?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4.5,381
14,Cox Hill Ridge,https://www.alltrails.com/explore/trail/canada/alberta/cox-hill-ridge?ref=result-card,Sibbald Lake Provincial Recreation Area,hard,4.5,405
15,McGillivray Creek and Canyon Trail,https://www.alltrails.com/explore/trail/canada/alberta/mcgillvary-creek-and-canyon-trail?ref=result-card,Bow Valley Provincial Park,hard,4.5,353
16,Baldy Pass Trail,https://www.alltrails.com/explore/trail/canada/alberta/baldy-pass-trail?ref=result-card,"Kananaskis Improvement, Alberta",hard,4,211
17,Doorjamb and Loder Peak Trail,https://www.alltrails.com/explore/trail/canada/alberta/doorjamb-and-loder-peak-trail?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",hard,4,205
18,Raven's End via Yamnuska Ascent Trail,https://www.alltrails.com/explore/trail/canada/alberta/ravens-end-via-yamnuska-ascent-trail?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",moderate,4.5,171
19,"Jura Creek, Door Jamb and Loder Peak Tail ",https://www.alltrails.com/explore/trail/canada/alberta/jura-creek-door-jamb-and-loder-peak-tail?ref=result-card,Bow Valley Provincial Park,hard,4,137
20,Deer Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/deer-ridge-trail?ref=result-card,Sibbald Lake Provincial Recreation Area,moderate,4,127
21,Barrier Lake via Quaite Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/barrier-lake-via-quaite-creek-trail?ref=result-card,Bow Valley Provincial Park,moderate,4,75
22,Midnight Peak from Baldy Pass,https://www.alltrails.com/explore/trail/canada/alberta/midnight-peak-from-baldy-pass?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4,169
23,Eagle Hill Trail,https://www.alltrails.com/explore/trail/canada/alberta/eagle-hill-trail?ref=result-card,Sibbald Lake Provincial Recreation Area,moderate,4,135
24,Gap Peak,https://www.alltrails.com/explore/trail/canada/alberta/gap-peak-trail?ref=result-card,Grotto Mountain Provincial Recreation Area,hard,4.5,81
25,Widow Maker Trail,https://www.alltrails.com/explore/trail/canada/alberta/widow-maker?ref=result-card,Bow Valley Provincial Park,easy,4.5,61
26,Jumpingpound Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/jumpingpound-ridge-trail?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4.5,63
27,Lower Eagle Hill and Deer Ridge Loop,https://www.alltrails.com/explore/trail/canada/alberta/lower-eagle-hill-and-deer-ridge-loop?ref=result-card,Sibbald Lake Provincial Recreation Area,moderate,4,107
28,Jumpingpound Summit and Ridge Trails,https://www.alltrails.com/explore/trail/canada/alberta/jumpingpound-summit-and-ridge-trails?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4.5,34
29,Middle Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/middle-lake?ref=result-card,Bow Valley Provincial Park,easy,4,67
30,Anklebiter Ridge Loop,https://www.alltrails.com/explore/trail/canada/alberta/anklebiter-ridge?ref=result-card,Grotto Mountain Provincial Recreation Area,hard,4,55
31,Baldy Pass,https://www.alltrails.com/explore/trail/canada/alberta/baldy-pass--4?ref=result-card,Elbow-Sheep Wildland Provincial Park,moderate,4,102
32,Mount Lorette Pond Trail ,https://www.alltrails.com/explore/trail/canada/alberta/mount-lorette-pond-trail?ref=result-card,Bow Valley Provincial Park,easy,4,46
33,Bow River Trail,https://www.alltrails.com/explore/trail/canada/alberta/bow-river?ref=result-card,Bow Valley Provincial Park,easy,4,37
34,Seventy Buck Trail to Eagle Hill,https://www.alltrails.com/explore/trail/canada/alberta/seventy-buck-trail-to-eagle-hill?ref=result-card,Sibbald Lake Provincial Recreation Area,moderate,4,69
35,Horton Hill,https://www.alltrails.com/explore/trail/canada/alberta/horton-hill?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,62
36,Ole Buck Loop,https://www.alltrails.com/explore/trail/canada/alberta/ole-buck-loop?ref=result-card,Sibbald Lake Provincial Recreation Area,moderate,4,80
