,Name,URL,Zone,Difficulty,Rating,Reviews,Elevation_gain_m,Traffic,Activities,Attractions,Suitabilities,Backpacking,Birdwatching,Camping,Fishing,Hiking,Horsebackriding,Mountainbiking,Naturetrips,Paddlesports,Roadbiking,Rockclimbing,Running,Scenicdriving,Skiing,Snowshoeing,Walking,Beach,Cave,Citywalk,Forest,Historicsite,Hotsprings,Lake,River,Views,Waterfall,Wildlife,Dogfriendly,Kidfriendly,Partiallypaved,Paved,Strollerfriendly,Wheelchairfriendly
214,Mount Stephen Quarry,https://www.alltrails.com/explore/trail/canada/british-columbia/mount-stephen-quarry?ref=result-card,Yoho National Park,hard,5.0,14,1914.75,lightly,"Hiking, Nature trips",Views,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
215,"Cascade Lakes, Hungable Lake, and Opabin Lake Loop",https://www.alltrails.com/explore/trail/canada/british-columbia/cascade-lakes-hungable-lake-and-opabin-lake-loop?ref=result-card,Yoho National Park,moderate,4.5,5,337.72,moderately,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
216,Hamilton Lake Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/hamilton-lake-trail?ref=result-card,Yoho National Park,hard,4.0,50,861.97,moderately,Hiking,"Forest, Lake, River, Views, Waterfall",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
217,Paradise Valley to Moraine Lake,https://www.alltrails.com/explore/trail/canada/alberta/paradise-valley-to-moraine-lake?ref=result-card,Yoho National Park,hard,4.5,35,1187.81,moderately,"Backpacking, Camping, Hiking, Nature trips, Bird watching","Forest, Lake, River, Views, Wildlife",,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
218,Fairview Lookout and Plain of Six Glaciers Trail ,https://www.alltrails.com/explore/trail/canada/alberta/fairview-lookout-and-plain-of-six-glaciers-trail?ref=result-card,Banff National Park,moderate,4.5,34,292.91,moderately,"Hiking, Nature trips, Bird watching","Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
219,Herbert Lake,https://www.alltrails.com/explore/trail/canada/alberta/herbert-lake?ref=result-card,Banff National Park,easy,4.0,32,41.76,moderately,"Fishing, Hiking, Walking","Forest, Lake, Views, Wildlife",Kid friendly,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
220,Burgess Pass,https://www.alltrails.com/explore/trail/canada/british-columbia/burgess-pass?ref=result-card,Yoho National Park,hard,4.5,22,947.93,lightly,"Hiking, Running",Views,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
221,Mount Whyte and Mount Niblock,https://www.alltrails.com/explore/trail/canada/alberta/mount-whyte-and-mount-niblock?ref=result-card,Banff National Park,hard,5.0,10,1521.87,moderately,"Hiking, Rock climbing, Running",,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,The Little Beehive and Lake Louise Loop,https://www.alltrails.com/explore/trail/canada/alberta/the-little-beehive-and-lake-louise-loop?ref=result-card,Banff National Park,moderate,4.5,15,721.77,heavily,Hiking,"Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
223,Lake O’Hara: Wiwaxy Gap and Huber Ledges to Lake Oesa,https://www.alltrails.com/explore/trail/canada/british-columbia/lake-ohara-wiwaxy-gap-and-huber-ledges-to-lake-oesa?ref=result-card,Yoho National Park,hard,5.0,9,594.97,moderately,"Hiking, Nature trips, Bird watching, Running","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
224,Lake Louise to Lake Annette,https://www.alltrails.com/explore/trail/canada/alberta/lake-louise-to-lake-annette?ref=result-card,Banff National Park,moderate,4.5,10,935.74,moderately,"Hiking, Nature trips, Bird watching","Forest, Lake, River, Views, Waterfall, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
225,Lake Ross Trail,https://www.alltrails.com/explore/trail/canada/alberta/lake-ross-trail?ref=result-card,Banff National Park,moderate,4.0,14,590.7,moderately,"Hiking, Mountain biking, Nature trips, Bird watching","Forest, Lake, Views",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
226,Mount Niblock and Mount Whyte,https://www.alltrails.com/explore/trail/canada/alberta/mount-niblock-and-mount-whyte--2?ref=result-card,Banff National Park,hard,5.0,12,1486.81,NA,"Hiking, Nature trips, Walking","Lake, Views",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
227,Abbot Pass Hut via Lake O'Hara Circuit Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/abbot-pass-hut-via-lake-ohara-circuit-trail?ref=result-card,Yoho National Park,hard,5.0,4,915.92,moderately,"Backpacking, Hiking, Bird watching","Lake, Views, Waterfall, Wildlife, Historic site",,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
228,Ross Lake from Lake O'Hara Road,https://www.alltrails.com/explore/trail/canada/british-columbia/ross-lake-from-lake-ohara-road?ref=result-card,Yoho National Park,easy,4.0,21,153.92,moderately,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
229,"Lake O'Hara, Morning Glory Lakes, Cathedral Lakes, Linda Lake, Schaffer Lake, Mount Schaffer, and McArthur Lake",https://www.alltrails.com/explore/trail/canada/british-columbia/lake-ohara-morning-glory-lakes-cathedral-lakes-linda-lake-schaffer-lake-moun?ref=result-card,Yoho National Park,hard,4.5,3,1055.83,moderately,"Backpacking, Camping, Hiking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
230,Crystal Caves,https://www.alltrails.com/explore/trail/canada/british-columbia/crystal-caves?ref=result-card,Yoho National Park,moderate,5.0,2,203.91,moderately,"Hiking, Nature trips, Walking, Bird watching","Cave, Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
231,Paradise Valley Trail to Mount Temple,https://www.alltrails.com/explore/trail/canada/alberta/paradise-valley-trail-to-mount-temple?ref=result-card,Banff National Park,hard,4.5,3,2930.96,moderately,"Hiking, Nature trips, Bird watching","Forest, Views",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
232,West Opbain Trail to Yukness Ledges Alpine Route,https://www.alltrails.com/explore/trail/canada/british-columbia/west-opbain-trail-to-yukness-ledges-alpine-route?ref=result-card,Yoho National Park,hard,5.0,5,632.76,NA,"Backpacking, Hiking, Walking","Lake, Views",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
233,Hamilton Falls,https://www.alltrails.com/explore/trail/canada/british-columbia/hamilton-falls?ref=result-card,Yoho National Park,easy,4.0,27,114.0,heavily,"Hiking, Nature trips, Walking","Views, Waterfall, Wildlife",Kid friendly,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
234,Schaffer Lake and McArthur Pass,https://www.alltrails.com/explore/trail/canada/british-columbia/schaffer-lake-and-mcarthur-pass?ref=result-card,Yoho National Park,hard,5.0,3,1054.91,moderately,"Hiking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
235,Tocher Ridge via Kicking Horse and Otterhead Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/tocher-ridge-via-kicking-horse-and-otterhead-trail?ref=result-card,Yoho National Park,hard,4.0,8,1412.75,NA,"Hiking, Mountain biking, Bird watching","Forest, River, Views",,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
236,Mt Yukness: South and North Summit,https://www.alltrails.com/explore/trail/canada/british-columbia/mt-yukness-south-and-north-summit?ref=result-card,Yoho National Park,hard,4.5,4,1050.95,lightly,"Camping, Hiking, Nature trips","Forest, Lake, River, Views, Waterfall, Wildlife",,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
237,Fairview Lookout Loop,https://www.alltrails.com/explore/trail/canada/alberta/fairview-lookout-loop?ref=result-card,"Lake Louise, Alberta",easy,4.5,8,152.7,NA,Hiking,"Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
238,Centennial Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/centennial-trail--2?ref=result-card,Yoho National Park,easy,4.0,7,88.7,lightly,"Camping, Hiking, Walking, Bird watching","Forest, River, Views, Wildlife",Kid friendly,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
239,Odaray Grandview,https://www.alltrails.com/explore/trail/canada/british-columbia/odaray-grandview?ref=result-card,Yoho National Park,moderate,5.0,3,590.7,lightly,"Hiking, Bird watching, Running","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
240,Old Highway 1A,https://www.alltrails.com/explore/trail/canada/alberta/old-highway-1a?ref=result-card,Banff National Park,moderate,4.5,30,257.86,moderately,Mountain biking,"Forest, Lake, Views, Wildlife",Kid friendly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
241,Morning Glory Lakes Loop via Linda Lake Route,https://www.alltrails.com/explore/trail/canada/british-columbia/morning-glory-lakes-loop?ref=result-card,Yoho National Park,moderate,4.5,7,393.8,moderately,"Backpacking, Camping, Hiking, Nature trips, Walking, Bird watching, Running","Forest, Lake, Views, Wildlife",,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
242,Paradise Valley to Horseshoe Lake,https://www.alltrails.com/explore/trail/canada/alberta/paradise-valley-to-horseshoe-lake?ref=result-card,Banff National Park,easy,4.0,3,167.94,NA,"Hiking, Nature trips","Lake, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
243,McArthur Lake via Alpine Meadow Trail and High Level Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/mcarthur-lake-via-alpine-meadow-trail?ref=result-card,Yoho National Park,moderate,5.0,8,391.97,moderately,"Backpacking, Fishing, Hiking, Nature trips","Forest, Lake, Views, Wildlife",,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
244,Lake Louise Paddle,https://www.alltrails.com/explore/trail/canada/alberta/lake-louise-paddle?ref=result-card,"Lake Louise, Alberta",moderate,5.0,3,144.78,heavily,"Nature trips, Paddle sports","Lake, Views, Wildlife",Kid friendly,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
245,Linda Lake Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/linda-lake-loop?ref=result-card,Yoho National Park,moderate,4.5,6,581.86,NA,"Hiking, Nature trips","Lake, Views",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
246,Mount Carnarvon,https://www.alltrails.com/explore/trail/canada/british-columbia/mount-carnarvon-hike?ref=result-card,Yoho National Park,hard,5.0,5,1728.83,moderately,"Hiking, Rock climbing","Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
247,Linda Lake and Cathedral Basin,https://www.alltrails.com/explore/trail/canada/british-columbia/linda-lake-and-cathedral-basin?ref=result-card,Yoho National Park,hard,4.5,3,787.91,moderately,"Hiking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
248,Monica Lake Route via Cathedral Falls Route,https://www.alltrails.com/explore/trail/canada/british-columbia/monica-lake-route-via-cathedral-falls-route?ref=result-card,Yoho National Park,moderate,4.0,2,887.88,moderately,"Backpacking, Fishing, Hiking, Nature trips, Snowshoeing, Bird watching","Forest, Lake, River, Waterfall, Wildlife",Kid friendly,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0
249,"Lake O'Hara, Moor Lakes, Hungabee Lake, and Lake Oesa",https://www.alltrails.com/explore/trail/canada/british-columbia/lake-o-hara-west-opbain-moor-lakes-hungabee-lake-and-lake-oesa?ref=result-card,Yoho National Park,hard,5.0,2,1440.79,moderately,"Backpacking, Hiking, Nature trips, Snowshoeing","Forest, Lake, River, Views, Waterfall, Wildlife",,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
250,Great Divide Trail Section D: Field to North Saskatchewan River Crossing,https://www.alltrails.com/explore/trail/canada/british-columbia/gdt-section-d-field-to-north-saskatchewan-river-crossing?ref=result-card,"Columbia-Shuswap A, British Columbia",hard,5.0,1,3525.93,lightly,"Backpacking, Camping, Hiking","Forest, Lake, River, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
251,Mount Owen Route,https://www.alltrails.com/explore/trail/canada/british-columbia/mount-owen-route?ref=result-card,Yoho National Park,hard,0.0,0,3480.82,moderately,"Backpacking, Hiking, Running","Forest, Lake, River, Views, Wildlife",,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
252,Amiskwi Pass Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/amiskwi-pass-trail?ref=result-card,Yoho National Park,hard,0.0,0,1919.94,lightly,"Hiking, Nature trips, Snowshoeing, Running","Forest, Lake, River, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
253,Mount Owen Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/mount-owen-loop?ref=result-card,Yoho National Park,hard,0.0,0,1658.72,NA,"Hiking, Nature trips","Forest, River, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
254,Thompson Falls,https://www.alltrails.com/explore/trail/canada/british-columbia/thompson-falls?ref=result-card,"Golden, British Columbia",moderate,4.0,37,459.94,moderately,"Backpacking, Hiking, Walking, Running","Forest, River, Views, Waterfall",,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
255,Mummery Glacier Hike,https://www.alltrails.com/explore/trail/canada/british-columbia/mummery-glacier-hike--2?ref=result-card,"Field, British Columbia",hard,4.5,19,918.97,moderately,"Hiking, Rock climbing","Forest, River",,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
256,Takakkaw Falls Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/takakkaw-falls-trail?ref=result-card,Yoho National Park,easy,4.5,398,36.88,heavily,"Hiking, Nature trips, Walking, Bird watching","River, Views, Waterfall, Wildlife","Wheelchair friendly, Kid friendly, Stroller friendly, Paved",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1
257,Iceline Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/iceline-trail?ref=result-card,Yoho National Park,hard,5.0,188,863.8,moderately,"Backpacking, Camping, Hiking","Forest, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
258,Takakkaw Falls and Yoho Lake Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/takakkaw-falls-and-yoho-lake-loop?ref=result-card,Yoho National Park,moderate,4.5,122,644.96,NA,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, River, Views, Waterfall, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
259,"Iceline, Little Yoho Valley and Yoho Valley Trail Loop ",https://www.alltrails.com/explore/trail/canada/british-columbia/iceline-little-yoho-valley-and-yoho-valley-trail-loop?ref=result-card,Yoho National Park,hard,5.0,132,1052.78,heavily,"Backpacking, Hiking, Nature trips","Forest, Lake, River, Views, Waterfall, Wildlife",,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
260,Yoho Valley Trail and Twin Falls Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/twin-falls-yoho-national-park?ref=result-card,Yoho National Park,hard,4.5,116,749.81,moderately,"Backpacking, Camping, Hiking, Nature trips, Rock climbing, Snowshoeing, Running","Forest, Lake, River, Views, Waterfall, Wildlife",,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
261,Celeste Lake via Iceline Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/celeste-lake-via-iceline-trail?ref=result-card,Yoho National Park,moderate,4.5,123,912.88,NA,"Hiking, Bird watching, Running","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
262,Hector Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/hector-lake-trail?ref=result-card,Banff National Park,easy,4.0,67,106.98,lightly,"Camping, Fishing, Hiking, Nature trips, Walking, Running","Forest, Lake, River, Views, Wildlife",Kid friendly,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
263,Bow Peak Trail,https://www.alltrails.com/explore/trail/canada/alberta/bow-peak-trail?ref=result-card,Banff National Park,hard,4.5,43,1054.91,lightly,"Hiking, Nature trips, Running","Forest, Lake, River, Views, Waterfall, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
264,Angel's Staircase and Point Lace Falls,https://www.alltrails.com/explore/trail/canada/british-columbia/angels-staircase-and-point-lace-falls?ref=result-card,Yoho National Park,easy,4.5,76,196.9,NA,"Hiking, Walking","Forest, Lake, Views, Waterfall",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
265,Burgess Shale and Walcott Quarry,https://www.alltrails.com/explore/trail/canada/british-columbia/burgess-shale-walcott-quarry?ref=result-card,Yoho National Park,hard,5.0,24,1242.97,moderately,"Hiking, Nature trips, Bird watching","Forest, Views, Wildlife, Historic site",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
266,Laughing Falls,https://www.alltrails.com/explore/trail/canada/british-columbia/laughing-falls-day-1?ref=result-card,Yoho National Park,easy,4.5,53,321.87,NA,"Camping, Hiking, Nature trips","River, Waterfall",,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
267,Hidden Lakes Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/hidden-lakes-trail?ref=result-card,Yoho National Park,moderate,4.0,35,246.89,NA,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
268,Fish Lakes via North Molar Pass Trail,https://www.alltrails.com/explore/trail/canada/alberta/north-molar-pass-to-fish-lakes?ref=result-card,Banff National Park,hard,4.5,31,1498.7,lightly,"Backpacking, Camping, Hiking, Nature trips","Forest, Lake, Views, Wildlife",,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
269,Molar Pass Loop,https://www.alltrails.com/explore/trail/canada/alberta/molar-pass-loop?ref=result-card,Banff National Park,hard,4.0,31,1949.81,heavily,"Backpacking, Camping, Hiking, Running","Forest, Lake, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
270,Twin Falls and Whaleback Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/twin-falls-and-whaleback-trail?ref=result-card,"Columbia-Shuswap A, British Columbia",moderate,5.0,20,517.86,NA,"Hiking, Nature trips","Lake, River, Waterfall, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
271,Mount Little Hector,https://www.alltrails.com/explore/trail/canada/alberta/mount-little-hector?ref=result-card,Banff National Park,hard,4.5,20,1263.7,NA,"Hiking, Nature trips","Forest, Views",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
272,Noseeum Peak Trail,https://www.alltrails.com/explore/trail/canada/alberta/noseeum-peak-trail?ref=result-card,Banff National Park,hard,4.5,12,1135.99,lightly,"Backpacking, Camping, Hiking","Forest, Lake, River, Views, Waterfall",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
273,Mosquito Creek,https://www.alltrails.com/explore/trail/canada/alberta/creek-trail-to-camp-mosquito-creek?ref=result-card,Banff National Park,moderate,4.5,28,421.84,moderately,"Backpacking, Hiking","Forest, River, Views",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
274,Yoho Lake to Whiskey Jack Falls via Highline Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/yoho-lake-to-whiskey-jack-falls-via-highline-trail?ref=result-card,Yoho National Park,moderate,4.0,11,480.97,NA,"Camping, Hiking, Nature trips, Walking","Forest, Lake, Views, Waterfall",,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
275,Twin Falls to Twin Falls Chalet,https://www.alltrails.com/explore/trail/canada/british-columbia/twin-falls-to-twin-falls-chalet?ref=result-card,Yoho National Park,moderate,4.5,12,169.77,lightly,"Backpacking, Camping, Hiking, Nature trips, Walking, Bird watching","Forest, River, Views, Waterfall, Wildlife",,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
276,Molar Creek Campground via Molar Pass Route,https://www.alltrails.com/explore/trail/canada/alberta/molar-creek-campground-via-molar-pass-route?ref=result-card,Banff National Park,hard,4.5,10,1409.7,moderately,"Backpacking, Camping, Hiking, Running",Forest,,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Twin Falls Trail and Little Yoho Valley Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/twin-falls-trail-and-little-yoho-valley-trail?ref=result-card,Yoho National Park,moderate,5.0,5,528.83,lightly,"Camping, Hiking, Nature trips, Walking, Bird watching","Lake, Views, Wildlife",,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
278,"Mosquito Creek, Quartzite Col, and Fish Lakes Loop",https://www.alltrails.com/explore/trail/canada/alberta/mosquito-creek-quartzite-col-fish-lakes-loop?ref=result-card,Banff National Park,hard,5.0,1,1862.94,moderately,"Backpacking, Camping, Hiking","Forest, River, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
279,Little Hector and Mount Andromache,https://www.alltrails.com/explore/trail/canada/alberta/little-hector-and-mount-andromache?ref=result-card,Banff National Park,hard,4.0,5,2031.8,NA,"Hiking, Nature trips","Forest, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
280,Noseeum Creek,https://www.alltrails.com/explore/trail/canada/alberta/noseeum-creek?ref=result-card,Banff National Park,hard,5.0,5,613.87,lightly,Hiking,"Forest, River, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
281,Yoho Glacier Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/yoho-glacier-trail?ref=result-card,"Field, British Columbia",moderate,4.5,5,360.88,NA,"Hiking, Nature trips, Bird watching","Forest, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
282,"Mosquito Creek, Devon Lakes, Katherine Lake and Mosquito Creek",https://www.alltrails.com/explore/trail/canada/alberta/fish-devon-katherine-ox-mosquito?ref=result-card,Banff National Park,hard,4.5,3,3001.98,lightly,"Backpacking, Camping, Hiking, Running","Lake, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
283,Fish Lakes and Moose Lake via Devon Lakes Route,https://www.alltrails.com/explore/trail/canada/alberta/fish-lakes-and-moose-lake-via-devon-lakes-route?ref=result-card,Banff National Park,moderate,5.0,1,268.83,lightly,"Hiking, Nature trips","Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
